Unnamed: 0.1,Source,Year,Species,Latitude,Longitude,public_positional_accuracy,State,gps
62404,I-naturalist,2019,Coccinella transversoguttata,38.695183967,-119.8402488602,19.0,California,"(38.695183967, -119.8402488602)"
65370,I-naturalist,2019,Coccinella transversoguttata,38.2125283333,-119.01510555,5.0,California,"(38.2125283333, -119.01510555)"
65371,I-naturalist,2019,Coccinella transversoguttata,38.2118216667,-119.0122611167,5.0,California,"(38.2118216667, -119.0122611167)"
65372,I-naturalist,2019,Coccinella transversoguttata,38.2130466667,-119.0125888833,10.0,California,"(38.2130466667, -119.0125888833)"
65374,I-naturalist,2019,Coccinella transversoguttata,38.213045,-119.0125888833,5.0,California,"(38.213045, -119.0125888833)"
74351,I-naturalist,2019,Coccinella transversoguttata,40.2543116667,-111.6589666667,10.0,Utah,"(40.2543116667, -111.6589666667)"
74377,I-naturalist,2019,Coccinella transversoguttata,41.72553123,-111.82829029,9.0,Utah,"(41.72553123, -111.82829029)"
74552,I-naturalist,2019,Coccinella transversoguttata,44.977415,-85.6508483333,0.0,Michigan,"(44.977415, -85.6508483333)"
74920,I-naturalist,2019,Coccinella transversoguttata,38.2119640108,-119.0121623333,22.0,California,"(38.2119640108, -119.0121623333)"
75686,I-naturalist,2019,Coccinella transversoguttata,38.8027283333,-117.5013583333,30.0,Nevada,"(38.8027283333, -117.5013583333)"
75942,I-naturalist,2019,Coccinella transversoguttata,46.831495,-111.9523,0.0,Montana,"(46.831495, -111.9523)"
75951,I-naturalist,2019,Coccinella transversoguttata,46.884155,-113.9884333333,30.0,Montana,"(46.884155, -113.9884333333)"
75968,Bugguide.net,2019,Coccinella transversoguttata,45.313192,-109.087584,0.0,Montana,"(45.313192, -109.087584)"
76043,I-naturalist,2019,Coccinella transversoguttata,45.77483,-111.21775,5.0,Montana,"(45.77483, -111.21775)"
76057,I-naturalist,2019,Coccinella transversoguttata,46.5217583333,-112.1334445,5.0,Montana,"(46.5217583333, -112.1334445)"
