Unnamed: 0.1,Source,Year,Species,Latitude,Longitude,public_positional_accuracy,State,gps
96260,I-naturalist,2020,Coccinella transversoguttata,50.7243146996,-120.5038048904,15.0,,"(50.7243146996, -120.5038048904)"
101865,I-naturalist,2020,Coccinella transversoguttata,40.5575562461,-120.7769964029,200.0,California,"(40.5575562461, -120.7769964029)"
103927,I-naturalist,2020,Coccinella transversoguttata,51.2119344942,-122.1568513289,24.0,,"(51.2119344942, -122.1568513289)"
107248,I-naturalist,2020,Coccinella transversoguttata,41.29273134,-111.95134771,9.0,Utah,"(41.29273134, -111.95134771)"
107312,I-naturalist,2020,Coccinella transversoguttata,38.8638612973,-112.506952682,4.0,Utah,"(38.8638612973, -112.506952682)"
107368,I-naturalist,2020,Coccinella transversoguttata,41.6919305556,-111.4685861111,0.0,Utah,"(41.6919305556, -111.4685861111)"
107788,I-naturalist,2020,Coccinella transversoguttata,50.74965,-120.874275,4.0,,"(50.74965, -120.874275)"
107875,I-naturalist,2020,Coccinella transversoguttata,50.3617576391,-119.0567310154,106.0,,"(50.3617576391, -119.0567310154)"
108708,I-naturalist,2020,Coccinella transversoguttata,49.3325116667,-107.8221666667,0.0,,"(49.3325116667, -107.8221666667)"
108710,I-naturalist,2020,Coccinella transversoguttata,50.7809,-121.0820833333,11.0,,"(50.7809, -121.0820833333)"
109588,I-naturalist,2020,Coccinella transversoguttata,43.77840833,-110.72754667,10.0,Wyoming,"(43.77840833, -110.72754667)"
109589,I-naturalist,2020,Coccinella transversoguttata,43.8988769722,-109.130582,0.0,Wyoming,"(43.8988769722, -109.130582)"
109593,I-naturalist,2020,Coccinella transversoguttata,44.691295,-110.96347833,17.0,Wyoming,"(44.691295, -110.96347833)"
109596,I-naturalist,2020,Coccinella transversoguttata,44.74369974,-106.93832279,6.0,Wyoming,"(44.74369974, -106.93832279)"
109599,I-naturalist,2020,Coccinella transversoguttata,41.585416,-109.25990246,5.0,Wyoming,"(41.585416, -109.25990246)"
109618,I-naturalist,2020,Coccinella transversoguttata,41.1944249844,-105.8129092474,31.0,Wyoming,"(41.1944249844, -105.8129092474)"
109621,I-naturalist,2020,Coccinella transversoguttata,41.1420555,-106.03808617,10.0,Wyoming,"(41.1420555, -106.03808617)"
109622,I-naturalist,2020,Coccinella transversoguttata,41.266401,-110.943015,0.0,Wyoming,"(41.266401, -110.943015)"
111115,I-naturalist,2020,Coccinella transversoguttata,50.3690570409,-115.9052332895,4.0,,"(50.3690570409, -115.9052332895)"
111143,I-naturalist,2020,Coccinella transversoguttata,44.9491360401,-110.3087927242,8.0,Wyoming,"(44.9491360401, -110.3087927242)"
111144,I-naturalist,2020,Coccinella transversoguttata,42.6660891491,-106.5116716549,7.0,Wyoming,"(42.6660891491, -106.5116716549)"
111145,I-naturalist,2020,Coccinella transversoguttata,42.6661125561,-106.5115992206,2.0,Wyoming,"(42.6661125561, -106.5115992206)"
111150,I-naturalist,2020,Coccinella transversoguttata,44.5585717855,-110.327104324,31.0,Wyoming,"(44.5585717855, -110.327104324)"
111176,I-naturalist,2020,Coccinella transversoguttata,51.1158195967,-114.2369616777,310.0,,"(51.1158195967, -114.2369616777)"
111623,I-naturalist,2020,Coccinella transversoguttata,51.7923634254,-122.4492838958,61.0,,"(51.7923634254, -122.4492838958)"
111791,I-naturalist,2020,Coccinella transversoguttata,49.114753358,-121.9969658561,159.0,,"(49.114753358, -121.9969658561)"
111808,I-naturalist,2020,Coccinella transversoguttata,50.6490874423,-120.3942173882,5.0,,"(50.6490874423, -120.3942173882)"
111884,I-naturalist,2020,Coccinella transversoguttata,46.0632286072,-118.8714523315,0.0,Washington,"(46.0632286072, -118.8714523315)"
112051,I-naturalist,2020,Coccinella transversoguttata,49.272,-124.193,0.0,,"(49.272, -124.193)"
113064,I-naturalist,2020,Coccinella transversoguttata,51.792782,-122.471306,0.0,,"(51.792782, -122.471306)"
113350,I-naturalist,2020,Coccinella transversoguttata,46.0650863647,-118.8734588623,0.0,Washington,"(46.0650863647, -118.8734588623)"
113462,I-naturalist,2020,Coccinella transversoguttata,48.4716666667,-121.0613888889,0.0,Washington,"(48.4716666667, -121.0613888889)"
113554,I-naturalist,2020,Coccinella transversoguttata,46.0269787982,-118.9360591024,10.0,Washington,"(46.0269787982, -118.9360591024)"
117247,I-naturalist,2020,Coccinella transversoguttata,50.66005833,-114.32323333,6.0,,"(50.66005833, -114.32323333)"
119093,I-naturalist,2020,Coccinella transversoguttata,50.5681638889,-121.3049694444,6.0,,"(50.5681638889, -121.3049694444)"
119096,I-naturalist,2020,Coccinella transversoguttata,50.5747833333,-121.3012083333,6.0,,"(50.5747833333, -121.3012083333)"
119123,I-naturalist,2020,Coccinella transversoguttata,50.6165666667,-120.852075,5.0,,"(50.6165666667, -120.852075)"
119273,I-naturalist,2020,Coccinella transversoguttata,50.567989,-121.30475,0.0,,"(50.567989, -121.30475)"
119275,I-naturalist,2020,Coccinella transversoguttata,50.574687,-121.30118,0.0,,"(50.574687, -121.30118)"
119562,I-naturalist,2020,Coccinella transversoguttata,50.685302,-121.461487,0.0,,"(50.685302, -121.461487)"
122686,I-naturalist,2020,Coccinella transversoguttata,43.33037538,-70.54415743,6.0,Maine,"(43.33037538, -70.54415743)"
127079,Bugguide.net,2020,Coccinella transversoguttata,40.612365,-120.720234,0.0,California,"(40.612365, -120.720234)"
127582,I-naturalist,2020,Coccinella transversoguttata,38.305704,-107.967537,113.0,Colorado,"(38.305704, -107.967537)"
127628,I-naturalist,2020,Coccinella transversoguttata,39.6142483483,-105.98526986,0.0,Colorado,"(39.6142483483, -105.98526986)"
127629,I-naturalist,2020,Coccinella transversoguttata,39.5700048517,-106.0039447033,0.0,Colorado,"(39.5700048517, -106.0039447033)"
129389,I-naturalist,2020,Coccinella transversoguttata,39.1567501381,-74.6870642888,100.0,New Jersey,"(39.1567501381, -74.6870642888)"
132425,I-naturalist,2020,Coccinella transversoguttata,38.9895583333,-117.300885,0.0,Nevada,"(38.9895583333, -117.300885)"
132439,I-naturalist,2020,Coccinella transversoguttata,39.150424758,-117.479948178,5.0,Nevada,"(39.150424758, -117.479948178)"
132455,I-naturalist,2020,Coccinella transversoguttata,38.59633667,-119.00118889,4.0,Nevada,"(38.59633667, -119.00118889)"
132912,I-naturalist,2020,Coccinella transversoguttata,45.12997,-112.7384669722,0.0,Montana,"(45.12997, -112.7384669722)"
132913,I-naturalist,2020,Coccinella transversoguttata,45.1300159722,-112.738466,0.0,Montana,"(45.1300159722, -112.738466)"
132981,I-naturalist,2020,Coccinella transversoguttata,45.0670539722,-112.2670909722,0.0,Montana,"(45.0670539722, -112.2670909722)"
132991,I-naturalist,2020,Coccinella transversoguttata,44.7043217,-111.2111627,174.0,Montana,"(44.7043217, -111.2111627)"
132992,I-naturalist,2020,Coccinella transversoguttata,45.4390289722,-105.408675,0.0,Montana,"(45.4390289722, -105.408675)"
133396,I-naturalist,2020,Coccinella transversoguttata,38.257195,-118.837595,0.0,Nevada,"(38.257195, -118.837595)"
134635,I-naturalist,2020,Coccinella transversoguttata,29.6243333333,-81.2117527778,4.0,Florida,"(29.6243333333, -81.2117527778)"
135056,I-naturalist,2020,Coccinella transversoguttata,43.1176314131,-116.5531973542,5.0,Idaho,"(43.1176314131, -116.5531973542)"
135057,I-naturalist,2020,Coccinella transversoguttata,43.1176016573,-116.5531589651,5.0,Idaho,"(43.1176016573, -116.5531589651)"
135105,I-naturalist,2020,Coccinella transversoguttata,44.3920027778,-111.4008472222,0.0,Idaho,"(44.3920027778, -111.4008472222)"
138001,I-naturalist,2020,Coccinella transversoguttata,40.0710239774,-105.242314227,5.0,Colorado,"(40.0710239774, -105.242314227)"
138014,I-naturalist,2020,Coccinella transversoguttata,40.411397406,-106.6183655709,467.0,Colorado,"(40.411397406, -106.6183655709)"
138017,I-naturalist,2020,Coccinella transversoguttata,40.4849324786,-106.835650727,22.0,Colorado,"(40.4849324786, -106.835650727)"
138050,I-naturalist,2020,Coccinella transversoguttata,40.39558833,-105.71208833,12.0,Colorado,"(40.39558833, -105.71208833)"
138057,I-naturalist,2020,Coccinella transversoguttata,39.7315863892,-105.1916631254,208.0,Colorado,"(39.7315863892, -105.1916631254)"
138073,I-naturalist,2020,Coccinella transversoguttata,39.4829883333,-106.0460583333,0.0,Colorado,"(39.4829883333, -106.0460583333)"
138077,I-naturalist,2020,Coccinella transversoguttata,39.57586333,-106.0984945,6.0,Colorado,"(39.57586333, -106.0984945)"
138082,I-naturalist,2020,Coccinella transversoguttata,38.7133783,-104.7169039,212.0,Colorado,"(38.7133783, -104.7169039)"
138091,I-naturalist,2020,Coccinella transversoguttata,38.91103667,-106.96791167,4.0,Colorado,"(38.91103667, -106.96791167)"
138092,I-naturalist,2020,Coccinella transversoguttata,39.5990593,-106.115207,597.0,Colorado,"(39.5990593, -106.115207)"
138098,I-naturalist,2020,Coccinella transversoguttata,39.4778283333,-106.0439138333,0.0,Colorado,"(39.4778283333, -106.0439138333)"
138102,I-naturalist,2020,Coccinella transversoguttata,39.4779916667,-106.0450666667,0.0,Colorado,"(39.4779916667, -106.0450666667)"
138182,I-naturalist,2020,Coccinella transversoguttata,38.959205,-106.990425,22.0,Colorado,"(38.959205, -106.990425)"
138185,I-naturalist,2020,Coccinella transversoguttata,40.9173262907,-106.2057311747,600.0,Colorado,"(40.9173262907, -106.2057311747)"
138216,I-naturalist,2020,Coccinella transversoguttata,40.486755,-106.42598667,5.0,Colorado,"(40.486755, -106.42598667)"
138338,I-naturalist,2020,Coccinella transversoguttata,37.3683785,-105.001346,129.0,Colorado,"(37.3683785, -105.001346)"
