Unnamed: 0.1,Source,Year,Species,Latitude,Longitude,public_positional_accuracy,State,gps
332,The Lost Ladybugs,2007,Coccinella transversoguttata,37.344996,-108.28924,0.0,Colorado,"(37.344996, -108.28924)"
557,Bugguide.net,2007,Coccinella transversoguttata,39.72716,-105.142196,0.0,Colorado,"(39.72716, -105.142196)"
692,The Lost Ladybugs,2008,Coccinella transversoguttata,43.845921,-112.43499,0.0,Idaho,"(43.845921, -112.43499)"
740,The Lost Ladybugs,2008,Coccinella transversoguttata,43.8413696,-112.44107,0.0,Idaho,"(43.8413696, -112.44107)"
908,The Lost Ladybugs,2008,Coccinella transversoguttata,44.0340614,-107.4492,0.0,Wyoming,"(44.0340614, -107.4492)"
911,The Lost Ladybugs,2008,Coccinella transversoguttata,41.6663692,-105.69111,0.0,Wyoming,"(41.6663692, -105.69111)"
912,The Lost Ladybugs,2008,Coccinella transversoguttata,44.4469399,-110.36401,0.0,Wyoming,"(44.4469399, -110.36401)"
945,The Lost Ladybugs,2008,Coccinella transversoguttata,43.8204843,-112.4388,0.0,Idaho,"(43.8204843, -112.4388)"
1007,The Lost Ladybugs,2008,Coccinella transversoguttata,44.0,-104.0,0.0,South Dakota,"(44.0, -104.0)"
1011,The Lost Ladybugs,2008,Coccinella transversoguttata,44.0805434,-103.23101,0.0,South Dakota,"(44.0805434, -103.23101)"
1074,The Lost Ladybugs,2008,Coccinella transversoguttata,41.824251,-103.665,0.0,Nebraska,"(41.824251, -103.665)"
2147,The Lost Ladybugs,2008,Coccinella transversoguttata,39.5500507,-105.78206,0.0,Colorado,"(39.5500507, -105.78206)"
2564,Bugguide.net,2009,Coccinella transversoguttata,40.655802,-111.915566,0.0,Utah,"(40.655802, -111.915566)"
2905,The Lost Ladybugs,2009,Coccinella transversoguttata,38.9797141,-105.35749,0.0,Colorado,"(38.9797141, -105.35749)"
2913,Bugguide.net,2009,Coccinella transversoguttata,48.495464,-118.523636,0.0,Washington,"(48.495464, -118.523636)"
3049,The Lost Ladybugs,2009,Coccinella transversoguttata,38.8338816,-104.82136,0.0,Colorado,"(38.8338816, -104.82136)"
3072,The Lost Ladybugs,2009,Coccinella transversoguttata,39.613321,-105.01664,0.0,Colorado,"(39.613321, -105.01664)"
3096,The Lost Ladybugs,2009,Coccinella transversoguttata,43.613739,-116.23765,0.0,Idaho,"(43.613739, -116.23765)"
3097,The Lost Ladybugs,2009,Coccinella transversoguttata,39.0916586,-104.87275,0.0,Colorado,"(39.0916586, -104.87275)"
3111,The Lost Ladybugs,2009,Coccinella transversoguttata,38.8334312,-104.8218,0.0,Colorado,"(38.8334312, -104.8218)"
3146,The Lost Ladybugs,2009,Coccinella transversoguttata,38.682219,-104.7008,0.0,Colorado,"(38.682219, -104.7008)"
3156,The Lost Ladybugs,2009,Coccinella transversoguttata,40.0149856,-105.27054,0.0,Colorado,"(40.0149856, -105.27054)"
3168,The Lost Ladybugs,2009,Coccinella transversoguttata,48.6490562,-118.73943,0.0,Washington,"(48.6490562, -118.73943)"
3201,The Lost Ladybugs,2009,Coccinella transversoguttata,38.9330494,-104.60858,0.0,Colorado,"(38.9330494, -104.60858)"
3235,The Lost Ladybugs,2009,Coccinella transversoguttata,43.7666507,-103.5988,0.0,South Dakota,"(43.7666507, -103.5988)"
3609,The Lost Ladybugs,2009,Coccinella transversoguttata,42.1887721,-120.34579,0.0,Oregon,"(42.1887721, -120.34579)"
4486,The Lost Ladybugs,2009,Coccinella transversoguttata,38.54582,-106.92532,0.0,Colorado,"(38.54582, -106.92532)"
4506,The Lost Ladybugs,2009,Coccinella transversoguttata,39.8366528,-105.0372,0.0,Colorado,"(39.8366528, -105.0372)"
4639,,2009,Coccinella transversoguttata,38.708,-104.841,0.0,Colorado,"(38.708, -104.841)"
4861,I-naturalist,2010,Coccinella transversoguttata,40.087268591,-108.2076874998,799.0,Colorado,"(40.087268591, -108.2076874998)"
4868,Bugguide.net,2010,Coccinella transversoguttata,40.534099,-105.213007,0.0,Colorado,"(40.534099, -105.213007)"
5258,The Lost Ladybugs,2010,Coccinella transversoguttata,38.5259,-104.425,0.0,Colorado,"(38.5259, -104.425)"
5332,The Lost Ladybugs,2010,Coccinella transversoguttata,39.3585,-105.3845,0.0,Colorado,"(39.3585, -105.3845)"
5570,The Lost Ladybugs,2010,Coccinella transversoguttata,39.8027644,-105.08748,0.0,Colorado,"(39.8027644, -105.08748)"
5800,The Lost Ladybugs,2010,Coccinella transversoguttata,40.1672068,-105.10192,0.0,Colorado,"(40.1672068, -105.10192)"
5813,The Lost Ladybugs,2010,Coccinella transversoguttata,40.3772059,-105.52166,0.0,Colorado,"(40.3772059, -105.52166)"
5828,The Lost Ladybugs,2010,Coccinella transversoguttata,42.1887721,-120.34579,0.0,Oregon,"(42.1887721, -120.34579)"
6619,The Lost Ladybugs,2010,Coccinella transversoguttata,43.4799291,-110.76242,0.0,Wyoming,"(43.4799291, -110.76242)"
6944,The Lost Ladybugs,2011,Coccinella transversoguttata,38.682219,-104.7008,0.0,Colorado,"(38.682219, -104.7008)"
6952,The Lost Ladybugs,2011,Coccinella transversoguttata,38.8338816,-104.82136,0.0,Colorado,"(38.8338816, -104.82136)"
6960,The Lost Ladybugs,2011,Coccinella transversoguttata,38.7334177,-105.28192,0.0,Colorado,"(38.7334177, -105.28192)"
7259,The Lost Ladybugs,2011,Coccinella transversoguttata,43.6365693,-113.30028,0.0,Idaho,"(43.6365693, -113.30028)"
7665,I-naturalist,2011,Coccinella transversoguttata,37.4034666667,-105.5389333333,0.0,Colorado,"(37.4034666667, -105.5389333333)"
7668,Bugguide.net,2011,Coccinella transversoguttata,40.534099,-105.213007,0.0,Colorado,"(40.534099, -105.213007)"
7722,The Lost Ladybugs,2011,Coccinella transversoguttata,38.8334312,-104.8218,0.0,Colorado,"(38.8334312, -104.8218)"
8309,The Lost Ladybugs,2011,Coccinella transversoguttata,43.0246696,-108.38131,0.0,Wyoming,"(43.0246696, -108.38131)"
8357,The Lost Ladybugs,2011,Coccinella transversoguttata,41.7895584,-107.23824,0.0,Wyoming,"(41.7895584, -107.23824)"
8361,I-naturalist,2011,Coccinella transversoguttata,44.6248198149,-110.4332596634,61.0,Wyoming,"(44.6248198149, -110.4332596634)"
